species,lat,lng,type,dist,dist_cum
Sambucus nigra,50.7247603,4.0897002,shrubs,1.2624475940336204,382.15991770019906
Ligustrum ovalifolium,50.7247451,4.0897187,shrubs,2.136046587014847,384.2959642872139
Crataegus monogyna,50.7247259,4.0897282,shrubs,2.2397291273323177,386.53569341454624
Ligustrum ovalifolium,50.7247074,4.089749,shrubs,2.527785549801021,389.06347896434727
Carpinus betulus,50.7247055,4.0897546,trees,0.44774074956925214,389.5112197139165
Crataegus monogyna,50.7246713,4.0897957,shrubs,4.783616482599133,394.29483619651563
Carpinus betulus,50.7246496,4.0898157,trees,2.796734182150375,397.091570378666
Crataegus monogyna,50.7246423,4.0898243,shrubs,1.0137376997328345,398.1053080783988
Sambucus nigra,50.7246308,4.0898434,shrubs,1.8575602833062488,399.9628683617051
Carpinus betulus,50.7245933,4.0898759,trees,4.76148543604617,404.72435379775123
Carpinus betulus,50.7245505,4.0899249,trees,5.884204521797,410.60855831954825
Carpinus betulus,50.7245467,4.0899333,trees,0.7275647782490845,411.3361230977973
Fagus sylvatica,50.7245173,4.0899637,trees,3.9116069939393263,415.2477300917367
Sambucus nigra,50.72449,4.0899752,shrubs,3.1452227715276857,418.3929528632643
Fagus sylvatica,50.7244887,4.0899735,trees,0.18786872981651945,418.5808215930809
Fagus sylvatica,50.7244509,4.0899237,trees,5.4792746562780446,424.06009624935893
Crataegus monogyna,50.7244163,4.0899522,shrubs,4.343845567831554,428.40394181719046
Carpinus betulus,50.7244227,4.0899814,trees,2.1775939873692867,430.58153580455973
Carpinus betulus,50.7244321,4.0900274,trees,3.4063660062525116,433.9879018108123
Rubus spec.,50.7244294,4.0900569,shrubs,2.100506553680739,436.08840836449303
Carpinus betulus,50.7244235,4.0900756,trees,1.4724058472419392,437.56081421173496
Fraxinus excelsior,50.7244165,4.0900875,trees,1.144755824963041,438.70557003669796
Rosa spec.,50.7243788,4.0901016,shrubs,4.312770353776179,443.0183403904742
Carpinus betulus,50.7243841,4.0901147,trees,1.0955977673555024,444.1139381578297
Carpinus betulus,50.7243659,4.0901506,trees,3.2411682353616147,447.3551063931913
Rosa spec.,50.7243451,4.0901682,shrubs,2.626710155214926,449.9818165484062
Carpinus betulus,50.7243345,4.0901779,trees,1.3636843546685953,451.3455009030748
Crataegus monogyna,50.7242994,4.0902171,shrubs,4.785219085435162,456.13071998850995
Crataegus monogyna,50.724281,4.0902582,shrubs,3.5474443968871325,459.6781643853971
Crataegus monogyna,50.7242331,4.0902917,shrubs,5.831440278290586,465.5096046636877
Crataegus monogyna,50.7242175,4.0903148,shrubs,2.3802801110549043,467.8898847747426
Crataegus monogyna,50.7241755,4.0903436,shrubs,5.096930626005368,472.98681540074796
Crataegus monogyna,50.7241403,4.0903874,shrubs,4.988144613171873,477.9749600139198
Crataegus monogyna,50.7241009,4.0904224,shrubs,5.031948077046785,483.0069080909666
Crataegus monogyna,50.7240716,4.0904682,shrubs,4.588657308617757,487.59556539958436
Crataegus monogyna,50.7240148,4.0905339,shrubs,7.836857821323659,495.43242322090805
Sambucus nigra,50.7240073,4.0905515,shrubs,1.4951230892870477,496.92754631019505
Crataegus monogyna,50.7239832,4.0905754,shrubs,3.167677421016832,500.0952237312119
Crataegus monogyna,50.723947,4.0905965,shrubs,4.295350161481466,504.3905738926934
Crataegus monogyna,50.7239277,4.0906378,shrubs,3.6175673427099992,508.0081412354034
Crataegus monogyna,50.723908,4.0906573,shrubs,2.587980194312666,510.59612142971605
Crataegus monogyna,50.7238836,4.0906803,shrubs,3.16304764965468,513.7591690793707
Crataegus monogyna,50.7238496,4.0907124,shrubs,4.409362410073508,518.1685314894443
Crataegus monogyna,50.723825,4.0907407,shrubs,3.3877129364473344,521.5562444258916
Crataegus monogyna,50.7237904,4.0907804,shrubs,4.760519414785573,526.3167638406771
Sambucus nigra,50.7237664,4.0907949,shrubs,2.860414359921072,529.1771782005982
Crataegus monogyna,50.7237565,4.0908038,shrubs,1.2680388599142824,530.4452170605125
Crataegus monogyna,50.7237278,4.0908421,shrubs,4.182367351861661,534.6275844123742
Crataegus monogyna,50.7237146,4.0908602,shrubs,1.9458149978638402,536.573399410238
Sambucus nigra,50.7237004,4.0908809,shrubs,2.150985584708772,538.7243849949467
Crataegus monogyna,50.7236811,4.09091,shrubs,2.970088065869741,541.6944730608166
