row_id,acoustic_tag_id,animal_project_code,station_name,receiver_id,deploy_latitude,deploy_longitude,arrival,departure,detections,swimtime_s,swimdistance_m,speed_m_s,totaldistance_m,distance_to_source_m
39,A69-1601-26502,2019_Grotenete,bn-3,VR2W-124063,51.126391,4.571903,2019-11-04T23:18:19Z,2019-11-04T23:23:18Z,3,1686,2189.87681,1.298859,44557.314563,44215.902021
40,A69-1601-26502,2019_Grotenete,bn-2,VR2W-124078,51.117416,4.549158,2019-11-05T00:01:23Z,2019-11-05T00:06:46Z,4,2285,2072.722547,0.9071,46630.03711,46288.624568
41,A69-1601-26502,2019_Grotenete,bn-1,VR2W-122351,51.093001,4.506837,2019-11-05T01:20:24Z,2019-11-05T01:32:41Z,8,4418,4393.991041,0.994566,51024.028151,50682.615609
42,A69-1601-26502,2019_Grotenete,bn-Walem,VR2W-122339,51.07183,4.45474,2019-11-05T02:59:16Z,2019-11-05T03:07:24Z,4,5195,4552.521179,0.876327,55576.54933,55176.559657
43,A69-1601-26502,2019_Grotenete,ru-1,VR2W-122328,51.082273,4.366215,2019-11-05T12:29:49Z,2019-11-05T13:01:40Z,10,33745,7425.174625,0.220038,63001.723955,62601.734282
44,A69-1601-26502,2019_Grotenete,me-7-2b,VR2W-113524,51.1008,4.330483,2019-11-05T14:02:46Z,2019-11-05T14:11:57Z,4,3666,3445.459128,0.939842,66447.183083,66047.19341
45,A69-1601-26502,2019_Grotenete,s-8,VR2W-112295,51.14319,4.33078,2019-11-05T23:30:27Z,2019-11-05T23:32:08Z,2,33510,6859.673374,0.204705,73306.856457,72906.866784
46,A69-1601-26502,2019_Grotenete,s-9a,VR2W-127738,51.19068,4.33602,2019-11-06T00:24:07Z,2019-11-06T00:30:20Z,5,3119,5548.574657,1.778959,78855.431114,78455.441441
47,A69-1601-26502,2019_Grotenete,s-10a,VR2W-127716,51.235423,4.396673,2019-11-06T01:49:13Z,2019-11-06T01:53:59Z,4,4733,7566.729602,1.598717,86422.160716,86022.171044
48,A69-1601-26502,2019_Grotenete,s-12,VR2W-127732,51.30305,4.28731,2019-11-06T14:12:35Z,2019-11-06T14:14:10Z,2,44316,14894.802008,0.336104,101316.962724,100916.973052
49,A69-1601-26502,2019_Grotenete,s-STD3,VR2W-134898,51.330504,4.270161,2019-11-06T15:45:58Z,2019-11-06T15:51:46Z,2,5508,3914.205376,0.71064,105231.1681,104631.175516
50,A69-1601-26502,2019_Grotenete,ws-42A,VR2W-127735,51.42251303,4.032860596,2019-11-07T04:40:13Z,2019-11-07T04:43:51Z,2,46107,21292.783246,0.461812,126523.951346,125923.958763
51,A69-1601-26502,2019_Grotenete,ws-HW6,VR2W-127725,51.43484,4.02702,2019-11-07T09:31:41Z,2019-11-07T10:42:31Z,10,17270,1507.100174,0.087267,128031.05152,126962.441886
52,A69-1601-26502,2019_Grotenete,ws-18,VR2W-115447,51.3482621,3.8147323,2019-11-07T17:00:12Z,2019-11-07T17:00:12Z,1,22661,18658.617426,0.82338,146689.668946,143052.751197
53,A69-1601-26502,2019_Grotenete,ws-16,VR2W-122346,51.3544901,3.795027,2019-11-07T17:48:30Z,2019-11-07T17:53:55Z,4,2898,1689.877606,0.583119,148379.546552,144162.68826
54,A69-1601-26502,2019_Grotenete,ws-16,VR2W-122346,51.3544901,3.795027,2019-11-07T23:17:34Z,2019-11-07T23:17:34Z,1,,,,148379.546552,144162.68826
55,A69-1601-26502,2019_Grotenete,ws-12A,VR2W-124071,51.3648799,3.765539,2019-11-08T00:03:12Z,2019-11-08T00:05:07Z,2,2738,2555.528571,0.933356,150935.075123,145806.881693
56,A69-1601-26502,2019_Grotenete,ws-15,VR2W-120878,51.386465,3.7080085,2019-11-08T01:20:59Z,2019-11-08T01:22:23Z,2,4552,4993.919028,1.097082,155928.994151,148812.433148
