row_id,acoustic_tag_id,animal_project_code,station_name,receiver_id,deploy_latitude,deploy_longitude,arrive,depart,detections,swimtime_s,swimdistance_m,speed_m_s,total_distance_m,distance_to_source_m
184,A69-1602-11941,2019_Grotenete,bn-2,VR2W-124078,51.117416,4.549158,2019-11-30T01:27:22Z,2019-11-30T01:32:25Z,5,1810,2072.722547,1.145151,46630.03711,46288.624568
185,A69-1602-11941,2019_Grotenete,bn-2,VR2W-124078,51.117416,4.549158,2019-11-30T04:23:50Z,2019-11-30T04:32:55Z,9,,,,46630.03711,46288.624568
186,A69-1602-11941,2019_Grotenete,bn-3,VR2W-124063,51.126391,4.571903,2019-11-30T23:31:19Z,2019-11-30T23:36:04Z,5,68304,2072.722547,0.030346,48702.759657,44215.902021
187,A69-1602-11941,2019_Grotenete,bn-2,VR2W-124078,51.117416,4.549158,2019-12-01T00:05:31Z,2019-12-01T00:10:52Z,6,1767,2072.722547,1.173018,50775.482204,46288.624568
188,A69-1602-11941,2019_Grotenete,bn-1,VR2W-122351,51.093001,4.506837,2019-12-01T01:11:17Z,2019-12-01T01:25:19Z,12,3625,4393.991041,1.212135,55169.473245,50682.615609
189,A69-1602-11941,2019_Grotenete,bn-1,VR2W-122351,51.093001,4.506837,2019-12-01T03:37:03Z,2019-12-01T06:02:40Z,83,,,,55169.473245,50682.615609
190,A69-1602-11941,2019_Grotenete,bn-Walem,VR2W-122339,51.07183,4.45474,2019-12-01T08:15:43Z,2019-12-01T08:26:56Z,13,7983,4552.521179,0.570277,59721.994424,55176.559657
191,A69-1602-11941,2019_Grotenete,ru-1,VR2W-122328,51.082273,4.366215,2019-12-01T10:32:06Z,2019-12-01T10:49:30Z,17,7510,7425.174625,0.988705,67147.169049,62601.734282
192,A69-1602-11941,2019_Grotenete,me-7-2b,VR2W-113524,51.1008,4.330483,2019-12-01T11:29:42Z,2019-12-01T11:51:03Z,13,2412,3445.459128,1.428466,70592.628177,66047.19341
193,A69-1602-11941,2019_Grotenete,s-8,VR2W-112295,51.14319,4.33078,2019-12-01T19:52:14Z,2019-12-01T19:52:14Z,1,28871,6859.673374,0.237597,77452.301551,72906.866784
194,A69-1602-11941,2019_Grotenete,s-9a,VR2W-127738,51.19068,4.33602,2019-12-01T20:58:42Z,2019-12-01T21:11:24Z,17,3988,5548.574657,1.391318,83000.876208,78455.441441
195,A69-1602-11941,2019_Grotenete,s-10a,VR2W-127716,51.235423,4.396673,2019-12-01T22:36:34Z,2019-12-01T22:42:43Z,9,5110,7566.729602,1.480769,90567.60581,86022.171044
196,A69-1602-11941,2019_Grotenete,s-12,VR2W-127732,51.30305,4.28731,2019-12-02T08:54:16Z,2019-12-02T08:57:57Z,3,36693,14894.802008,0.40593,105462.407818,100916.973052
197,A69-1602-11941,2019_Grotenete,ws-55,VR2W-127734,51.40221,4.02998,2019-12-02T22:53:13Z,2019-12-02T22:59:13Z,5,50116,24454.215922,0.487952,129916.62374,125171.186063
198,A69-1602-11941,2019_Grotenete,ws-53A,VR2W-127731,51.411167,4.029233,2019-12-02T23:02:01Z,2019-12-02T23:11:37Z,11,168,1041.430808,6.198993,130958.054548,125685.422688
199,A69-1602-11941,2019_Grotenete,ws-42A,VR2W-127735,51.42251303,4.032860596,2019-12-02T23:12:56Z,2019-12-02T23:34:03Z,15,79,1424.267675,18.028705,132382.322223,125923.958763
200,A69-1602-11941,2019_Grotenete,ws-HW6,VR2W-127725,51.43484,4.02702,2019-12-02T23:35:47Z,2019-12-02T23:46:53Z,5,104,1507.100174,14.491348,133889.422397,126962.441886
201,A69-1602-11941,2019_Grotenete,ws-18,VR2W-115447,51.3482621,3.8147323,2019-12-03T12:17:34Z,2019-12-03T12:48:15Z,20,45041,18658.617426,0.414259,152548.039823,143052.751197
202,A69-1602-11941,2019_Grotenete,ws-16,VR2W-122346,51.3544901,3.795027,2019-12-03T13:02:43Z,2019-12-03T13:03:28Z,2,868,1689.877606,1.946864,154237.917429,144162.68826
203,A69-1602-11941,2019_Grotenete,ws-16,VR2W-122346,51.3544901,3.795027,2019-12-03T18:43:41Z,2019-12-03T19:28:01Z,11,,,,154237.917429,144162.68826
204,A69-1602-11941,2019_Grotenete,ws-25A,VR2W-129566,51.352186,3.781008,2019-12-03T19:34:25Z,2019-12-03T19:59:52Z,23,384,1124.206784,2.927622,155362.124213,145286.895044
205,A69-1602-11941,2019_Grotenete,ws-23,VR2W-115434,51.3552573,3.7609896,2019-12-03T20:04:38Z,2019-12-03T20:16:31Z,7,286,1524.180308,5.329302,156886.304521,146562.529405
206,A69-1602-11941,2019_Grotenete,ws-A5,VR2W-120884,51.3584544,3.7454284,2019-12-03T20:26:31Z,2019-12-03T20:36:25Z,2,600,1165.631108,1.942719,158051.935629,147396.765918
207,A69-1602-11941,2019_Grotenete,ws-A3,VR2W-129710,51.3655375,3.734487,2019-12-03T20:43:24Z,2019-12-03T20:49:53Z,7,419,1131.341644,2.700099,159183.277273,147865.318371
208,A69-1602-11941,2019_Grotenete,ws-A1,VR2W-122343,51.372499500000004,3.7229828,2019-12-03T20:59:41Z,2019-12-03T21:05:27Z,6,588,1089.917319,1.853601,160273.194592,148375.295148
209,A69-1602-11941,2019_Grotenete,ws-15A,VR2W-120886,51.3805457,3.717259,2019-12-03T21:09:22Z,2019-12-03T21:32:26Z,13,235,1065.678101,4.5348,161338.872693,148402.449752
210,A69-1602-11941,2019_Grotenete,ws-TRAWL,VR2W-131002,51.437785,3.470347,2019-12-04T21:18:48Z,2019-12-04T21:33:09Z,12,85582,19908.587359,0.232626,181247.460052,167731.096569
