key	scientificName	kingdom	first_observed
182133276	Allium cristophii Trautv.	Plantae	2011
182133353	Juncus striatus Schousb. ex E.Mey.	Plantae	2015
182133493	Bufotes viridis (Laurenti, 1768)	Animalia	2015
182133501	Bombina orientalis (Boulenger, 1890)	Animalia	2009
182133511	Hyla meridionalis Boettger, 1874	Animalia	2020
182133517	Salamandra atra Laurenti, 1768	Animalia	2017
182133522	Ambystoma macrodactylum Baird, 1850	Animalia	2018
182133525	Siren intermedia Barnes, 1826	Animalia	2014
182133615	Misgurnus anguillicaudatus (Cantor, 1842)	Animalia	2006
182133671	Terapon jarbua (Forsskål, 1775)	Animalia	2018
182133699	Caiman crocodilus (Linnaeus, 1758)	Animalia	2017
182133704	Basiliscus plumifrons Cope, 1875	Animalia	2017
182133709	Heterodon nasicus Baird & Girard, 1852	Animalia	2020
182133715	Chalcides ocellatus (Forskal, 1775)	Animalia	2017
182133718	Trachylepis striata (Peters, 1844)	Animalia	2018
182133721	Eublepharis macularius (Blyth, 1854)	Animalia	2012
182133725	Anolis Daudin, 1802	Animalia	2018
182133728	Anolis sagrei Duméril & Bibron, 1837	Animalia	2018
182133732	Trioceros hoehnelii (Steindachner, 1891)	Animalia	2019
182133734	Furcifer pardalis (Cuvier, 1829)	Animalia	2015
182133737	Chamaeleo calyptratus Duméril & Duméril, 1851	Animalia	2014
182133741	Chrysopelea ornata (Shaw, 1802)	Animalia	2014
182133743	Spilotes pullatus Linnaeus, 1758	Animalia	2010
182133745	Lycodon capucinus (Boie, 1827)	Animalia	2013
182133747	Lampropeltis triangulum (Lacépède, 1789)	Animalia	2010
182133749	Pituophis melanoleucus (Daudin, 1803)	Animalia	2013
182133751	Pituophis catenifer Blainville, 1835	Animalia	2010
182133753	Elaphe quatuorlineata (Bonnaterre, 1790)	Animalia	2012
182133754	Elaphe sauromates (Pallas, 1811)	Animalia	2014
182133755	Elaphe schrenckii Strauch, 1873	Animalia	2019
182133757	Zamenis longissimus (Laurenti, 1768)	Animalia	2016
182133760	Pantherophis guttatus (Linnaeus, 1766)	Animalia	2010
182133761	Pantherophis obsoletus (Say, 1823)	Animalia	2013
182133763	Hierophis viridiflavus (Lacépède, 1789)	Animalia	2010
182133765	Rhamphiophis Peters, 1854	Animalia	2015
182133766	Boaedon A.M.C.Duméril, Bibron & A.H.A.Duméril, 1854	Animalia	2013
182133769	Tarentola mauritanica (Linnaeus, 1758)	Animalia	2013
182133773	Natrix maura (Linnaeus, 1758)	Animalia	2015
182133774	Natrix tessellata (Laurenti, 1768)	Animalia	2007
182133776	Thamnophis Fitzinger, 1843	Animalia	2012
182133781	Morelia spilota (Lacépède, 1804)	Animalia	2013
182133783	Python Daudin, 1803	Animalia	2016
182133785	Python regius (Shaw, 1802)	Animalia	2010
182133787	Python molurus (Linnaeus, 1758)	Animalia	2010
182133789	Antaresia childreni (Gray, 1842)	Animalia	2018
182133792	Celastrus orbiculatus Thunb.	Plantae	2004
182133795	Agama agama (Linnaeus, 1758)	Animalia	2015
182133797	Pogona Storr, 1982	Animalia	2015
182133799	Pogona vitticeps (Ahl, 1926)	Animalia	2010
182133800	Pogona henrylawsoni Wells & Wellington, 1985	Animalia	2020
182133805	Physignathus cocincinus Cuvier, 1829	Animalia	2012
182133806	Calotes Cuvier, 1817	Animalia	2018
182133812	Iguana iguana (Linnaeus, 1758)	Animalia	2010
182133813	Iguana Laurenti, 1768	Animalia	2013
182133818	Varanus niloticus (Linnaeus, 1766)	Animalia	2011
182133823	Lacerta agilis Linnaeus, 1758	Animalia	2017
182133827	Acer cissifolium (Siebold & Zucc.) C.Koch	Plantae	2014
182133829	Naja melanoleuca Hallowell, 1857	Animalia	2020
182133830	Acer japonicum Thunb.	Plantae	2010
182133832	Boa Linnaeus, 1758	Animalia	2014
182133833	Boa constrictor Linnaeus, 1758	Animalia	2006
182133834	Acer palmatum Thunb.	Plantae	2013
182133838	Crotalus atrox Baird & Girard, 1853	Animalia	2019
182133841	Vipera aspis (Linnaeus, 1758)	Animalia	2007
182133843	Sistrurus Garman, 1884	Animalia	2011
182133846	Echis carinatus (Schneider, 1801)	Animalia	2017
182133849	Phelsuma Gray, 1825	Animalia	2013
182133852	Gekko gecko (Linnaeus, 1758)	Animalia	2010
182133854	Hemidactylus Goldfuss, 1820	Animalia	2013
182133860	Sternotherus carinatus (Gray, 1856)	Animalia	2020
182133865	Testudo hermanni Gmelin, 1789	Animalia	2013
182133866	Testudo graeca Linnaeus, 1758	Animalia	2010
182133869	Centrochelys sulcata (Miller, 1779)	Animalia	2017
182133871	Testudo Linnaeus, 1758	Animalia	2010
182133875	Mauremys reevesii (Gray, 1831)	Animalia	2014
182133879	Chelydra serpentina (Linnaeus, 1758)	Animalia	2006
182133882	Apalone Rafinesque, 1832	Animalia	2017
182133884	Apalone ferox (Schneider, 1783)	Animalia	2020
182133889	Emys orbicularis (Linnaeus, 1758)	Animalia	2010
182133892	Terrapene carolina (Linnaeus, 1758)	Animalia	2012
182133895	Chrysemys picta (Schneider, 1783)	Animalia	2009
182133904	Graptemys pseudogeographica (Gray, 1831)	Animalia	2010
182133906	Graptemys ouachitensis Cagle, 1953	Animalia	2018
182133907	Graptemys geographica (Le Sueur, 1817)	Animalia	2010
182133911	Pseudemys rubriventris (Le Conte, 1830)	Animalia	2015
182133912	Sedum palmeri S.Watson	Plantae	2018
182133913	Pseudemys concinna (Le Conte, 1830)	Animalia	2017
182133914	Pseudemys nelsoni Carr, 1938	Animalia	2018
182133916	Sedum spathulifolium Hook.	Plantae	2019
182133918	Pelusios castaneus (Schweigger, 1812)	Animalia	2020
182133921	Pelomedusa subrufa (Bonnaterre, 1789)	Animalia	2020
182133937	Ribes ×nidigrolaria Rud.Bauer & A.Bauer	Plantae	2008
182133941	Potamothrix moldaviensis (Vejdovský & Mrázek, 1903)	Animalia	2008
182133944	Limnodrilus maumeensis Brinkhurst & Cook, 1966	Animalia	2014
182133971	Laonome xeprovala Bick & Bastrop, 2018	Animalia	2017
182133978	Leiobunum C.L.Koch, 1839	Animalia	2009
182133994	Lampropeltis Öpik, 1967	Animalia	2011
182134007	Penaeus aztecus Ives, 1891	Animalia	2018
182134023	Hedera hibernica (G.Kirchn.) Carrière	Plantae	2020
182134042	Opopanax chironium (L.) Koch	Plantae	2019
182134074	Grandidierella japonica Stephensen, 1938	Animalia	2019
182134080	Neomysis americana (S.I.Smith, 1873)	Animalia	2012
182134126	Pseudodiaptomus marinus Sato, 1913	Animalia	2015
182134170	Jaltomata procumbens (Cav.) J.L.Gentry	Plantae	2008
182134200	Lotus hirsutus L.	Plantae	2004
182134203	Lotus hispidus Desf. ex DC.	Plantae	2019
182134239	Halyomorpha halys (Stål, 1855)	Animalia	2017
182134244	Tupiocoris rhododendri (Dolling, 1972)	Animalia	2007
182134253	Leptoglossus occidentalis Heidemann, 1910	Animalia	2007
182134256	Stephanitis rhododendri Horváth, 1905	Animalia	2018
182134261	Graphocephala fennahi Young, 1977	Animalia	2018
182134265	Choreutis nemorana (Hübner, 1799)	Animalia	2009
182134272	Tuta absoluta (Meyrick, 1917)	Animalia	2009
182134304	Eupholidoptera chabrieri (Charpentier, 1825)	Animalia	2019
182134318	Drosophila suzukii (Matsumura, 1931)	Animalia	2011
182134322	Phytomyza jucunda Frost & Sasakawa, 1954	Animalia	2015
182134330	Dohrniphora cornuta (Bigot, 1857)	Animalia	2005
182134340	Styphnolobium japonicum (L.) Schott	Plantae	2019
182134341	Ctenolepisma longicaudata Escherich, 1905	Animalia	2018
182134345	Lepisma saccharina Linnaeus, 1758	Animalia	2018
182134387	Xylocopa virginica (Linnaeus, 1771)	Animalia	2015
182134433	Hornungia petraea (L.) Rchb.	Plantae	2020
182134455	Otiorhynchus cribricollis Gyllenhal, 1834	Animalia	2002
182134456	Otiorhynchus meridionalis Gyllenhal, 1834	Animalia	2003
182134464	Cardamine graeca L.	Plantae	2014
182134475	Chrysolina americana (Linnaeus, 1758)	Animalia	2018
182134477	Leptinotarsa decemlineata (Say, 1824)	Animalia	2018
182134538	Geranium ×cantabrigiense P.F.Yeo	Plantae	2009
182134539	Geranium wallichianum D.Don ex Sweet	Plantae	2019
182134562	Mimulus ringens L.	Plantae	2019
182134565	Thunbergia alata Bojer ex Sims	Plantae	2013
182134574	Penstemon digitalis Nutt.	Plantae	2019
182134582	Veronica repens Clarion ex DC.	Plantae	2020
182134597	Verbascum nigrum x speciosum	Plantae	2014
182134599	Scrophularia canina L.	Plantae	2019
182134600	Scrophularia peregrina L.	Plantae	2020
182134656	Origanum onites L.	Plantae	2020
182134658	Lamium confertum Fr.	Plantae	2018
182134689	Symphytum orientale L.	Plantae	2020
182134695	Cucurbita moschata (Duchesne) Duchesne ex Poir.	Plantae	2014
182134719	Halimium lasianthum subsp. alyssoides (Lam.) Greuter	Plantae	2012
182134726	Viola hederacea Labill.	Plantae	2020
182134731	Salix ×sepulcralis var. chrysocoma (Dode) Meikle	Plantae	2018
182134733	Populus ×jackii Sarg.	Plantae	2010
182134756	Juglans mandshurica Maxim.	Plantae	2020
182134783	Thalictrum delavayi Franch.	Plantae	2020
182134791	Fumaria bastardii Bor.	Plantae	2017
182134793	Corydalis linstowiana Fedde	Plantae	2019
182134799	Papaver commutatum Fisch. & C.A.Mey.	Plantae	2015
182134802	Lamprocapnos spectabilis (L.) Fukuhara	Plantae	2010
182134828	Daboecia cantabrica (Huds.) K.Koch	Plantae	2012
182134831	Erica ×darleyensis Bean	Plantae	2016
182134838	Pieris japonica (Thunb.) D.Don ex G.Don	Plantae	2018
182134848	Valeriana calcitrapae L.	Plantae	2019
182134854	Scabiosa lucida Vill.	Plantae	2019
182134890	Jacobaea ×albescens (Burb. & Colgan) Verloove & Lambinon	Plantae	2019
182134906	Cichorium calvum Sch.Bip.	Plantae	2012
182134916	Pulicaria arabica subsp. hispanica (Boiss.) Murb.	Plantae	2011
182134934	Andryala integrifolia L.	Plantae	2019
182134960	Erigeron ×huelsenii Vatke	Plantae	2008
182134971	Helianthus maximiliani Schrad.	Plantae	2019
182134973	Oncosiphon piluliferum (L.fil.) Källersjö	Plantae	2017
182134977	Filago congesta Guss. ex DC.	Plantae	2019
182135018	Aldrovanda vesiculosa L.	Plantae	2020
182135028	Drosanthemum floribundum (Haw.) Schwantes	Plantae	2018
182135058	Celosia cristata L.	Plantae	2019
182135072	×Reyllopia conollyana (J.P.Bailey) Galasso	Plantae	2008
182135076	Rumex ×hybridus Kindb.	Plantae	2013
182135086	Spergularia bocconei (Scheele) Graebn.	Plantae	2016
182135113	Elaeagnus pungens Thunb.	Plantae	2012
182135133	Acaena caesiiglauca (Bitter) Bergmans	Plantae	2019
182135135	Dasiphora davurica var. mandshurica (Maxim.) Verloove & Lambinon	Plantae	2008
182135146	Rosa virginiana Herrm.	Plantae	2002
182135153	Prunus tomentosa Thunb.	Plantae	2014
