datum,meetpuntnummer,meetpuntomschrijving,lambertx,lamberty,aantal_fuiken,soort,aantal,lengte,gewicht,totaal_gewicht
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,4.1,0.4,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,4,0.4,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,3.9,0.6,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,3.8,0.6,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,3.6,0.6,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,6.4,2.6,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,baars,1,8.1,6,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,7,4,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,pos,1,8.2,7,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,driedoornige_stekelbaars,1,7,4,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,driedoornige_stekelbaars,1,5.7,1.8,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,kolblei,1,19,79.4,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,kolblei,1,18.7,58.6,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,kolblei,1,10.5,7,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,baars,1,8.5,7,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,15.3,37.6,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,19.2,80.2,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,18.4,90.2,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,18.1,80.8,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,17.8,65,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,17.2,60.8,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,17.2,58.8,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,4.6,1,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,15.6,43.2,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,driedoornige_stekelbaars,1,7.4,4.8,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,14.3,34.4,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,14.3,32.6,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,14.2,30,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,8.7,6.8,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,8.7,5.4,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,8.1,5.4,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,16.9,57.2,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,pos,1,8.5,8.2,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,20,100.6,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,20.3,105.2,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,21.4,161.6,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,23.2,168.6,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,23.3,161.8,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,23.8,183.7,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,23.9,179.4,NA
2009-03-25,81200100,Zandplaat Kastel,137700,193386,2,snoekbaars,1,19.3,52.6,NA
2009-03-26,81200100,Zandplaat Kastel,137700,193386,2,chinese_wolhandkrab,5,NA,NA,49.870898186856884
2009-10-01,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,tong,1,11.3,12.1,NA
2009-10-01,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,tong,1,10.8,10.9,NA
2009-10-01,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,tong,1,11.3,12.8,NA
2009-10-01,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,tong,1,11.7,17.6,NA
2009-10-01,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,tong,1,11.8,13.8,NA
2009-10-01,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,tong,1,12,18.1,NA
2009-10-01,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,tong,1,10.4,10.6,NA
2009-10-01,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,tong,1,10.5,11.6,NA
2009-10-01,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,tong,1,10.7,11.7,NA
2009-10-01,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,tong,1,10.2,11.5,NA
2009-10-01,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,6.2,2.9,NA
2009-10-01,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,16.7,50.9,NA
2009-10-01,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,7.6,5.2,NA
2009-10-01,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,tong,1,7.6,6.2,NA
2009-10-01,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,7.3,4.7,NA
2009-10-01,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,28.6,351.8,NA
2009-10-01,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,7.3,4.2,NA
2009-10-01,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,8,5,NA
2009-10-01,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,7.1,3.7,NA
2009-10-01,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,8.1,5.5,NA
2009-10-01,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,baars,1,31.4,123.6,NA
2009-10-01,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,baars,1,8.6,6.5,NA
2009-10-01,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grijze_garnaal,116,NA,NA,116
2009-10-01,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,steurgarnaal,626,NA,NA,608
2009-10-01,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,driedoornige_stekelbaars,1,4.7,0.9,NA
2009-10-01,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,zeebaars,1,7.3,3.9,NA
2009-10-01,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,zeebaars,1,6.4,2.5,NA
2009-10-01,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,7.1,4.1,NA
2009-10-01,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,9.4,9.3,NA
2009-10-01,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,15.7,39.9,NA
2009-03-26,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,24.3,237.6,NA
2009-03-26,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,15.8,49.1,NA
2009-03-26,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,25.5,212.3,NA
2009-03-26,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,9.7,8.5,NA
2009-03-26,81200100,Zandplaat Kastel,137700,193386,2,snoekbaars,1,20.6,62.4,NA
2009-03-26,81200100,Zandplaat Kastel,137700,193386,2,snoekbaars,1,22.4,84.9,NA
2009-03-26,81200100,Zandplaat Kastel,137700,193386,2,rietvoorn,1,18,72.2,NA
2009-03-26,81200100,Zandplaat Kastel,137700,193386,2,brasem,1,31,337.6,NA
2009-03-26,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,15.5,39.5,NA
2009-03-26,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,14.7,39.2,NA
2009-03-26,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,14.4,28,NA
2009-03-26,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,13.6,28.6,NA
2009-03-26,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,19.9,106,NA
2009-03-26,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,9.2,7.5,NA
2009-03-26,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,22.2,145,NA
2009-03-26,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,7.7,4.6,NA
2009-03-26,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,7.6,3.9,NA
2009-03-26,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,6.7,2.4,NA
2009-03-26,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,5,1.1,NA
2009-03-26,81200100,Zandplaat Kastel,137700,193386,2,baars,1,21.6,133.9,NA
2009-03-26,81200100,Zandplaat Kastel,137700,193386,2,brasem,1,23.5,143.2,NA
2009-03-26,81200100,Zandplaat Kastel,137700,193386,2,giebel,1,17,88.3,NA
2009-03-26,81200100,Zandplaat Kastel,137700,193386,2,kolblei,1,10,10.1,NA
2009-03-26,81200100,Zandplaat Kastel,137700,193386,2,kolblei,1,7.8,5.3,NA
2009-03-26,81200100,Zandplaat Kastel,137700,193386,2,kolblei,1,7.7,4,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,chinese_wolhandkrab,1,NA,NA,9.974179637371376
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,snoekbaars,1,5.3,1.9,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,baars,1,5.6,2,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,baars,1,15.9,47.1,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,5.8,2.1,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,7.6,6.2,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,8.3,6.2,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,14,31.7,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,16,59,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,18.9,96.2,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,snoekbaars,1,4.5,1.4,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,snoekbaars,1,5.7,2.1,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,snoekbaars,1,6.4,2.6,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,snoekbaars,1,7.5,5,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,snoekbaars,1,7.7,4.4,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,snoekbaars,1,8.9,5.9,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,paling,1,36,45.9,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,steurgarnaal,2,NA,NA,3
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,19.2,91.7,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,paling,1,26.2,35.8,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,paling,1,45.7,169.6,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,kolblei,1,26.8,318.6,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,brasem,1,34.8,633.3,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,paling,1,23.2,23.7,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,paling,1,27.9,38.6,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,paling,1,31.1,56.7,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,paling,1,31.7,62.9,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,paling,1,32,48.9,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,paling,1,33.2,57.4,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,kolblei,1,24.6,248,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,paling,1,33.5,65.1,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,brasem,1,31.1,490.8,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,paling,1,43.9,153.3,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,snoekbaars,1,22.5,75,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,paling,1,58.2,366,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,paling,1,75.2,922.9,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,kolblei,1,20.9,111.7,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,paling,1,33.2,68.3,NA
2009-07-07,81200100,Zandplaat Kastel,137700,193386,2,brasem,1,36.2,645.3,NA
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,steurgarnaal,1,NA,NA,0.9229151649775951
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,chinese_wolhandkrab,2,NA,NA,19.948359274742753
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,paling,1,55.8,355.6,NA
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,paling,1,58.5,438.6,NA
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,paling,1,68.9,516.5,NA
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,paling,1,73.6,725,NA
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,kolblei,1,21.8,143.5,NA
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,5.7,1.9,NA
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,9,4.4,NA
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,snoekbaars,1,8.5,5.4,NA
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,rietvoorn,1,4.8,0.8,NA
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,paling,1,49.7,256.7,NA
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,kolblei,1,30.6,433,NA
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,snoekbaars,1,9.7,6.4,NA
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,haring,1,6.2,2.1,NA
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,brasem,1,27.6,269.4,NA
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,7.9,3.5,NA
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,paling,1,47.3,132.6,NA
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,brasem,1,25.2,194.4,NA
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,brasem,1,30.7,403.4,NA
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,paling,1,27.4,34.7,NA
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,paling,1,27.8,43.4,NA
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,paling,1,30.4,49.7,NA
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,paling,1,30.6,56.3,NA
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,paling,1,31.4,60.2,NA
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,paling,1,32.3,60.4,NA
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,paling,1,32.4,55.7,NA
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,paling,1,34,68.6,NA
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,paling,1,43,137.5,NA
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,paling,1,40,121.6,NA
2009-07-08,81200100,Zandplaat Kastel,137700,193386,2,paling,1,34.7,69,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,steurgarnaal,6385,NA,NA,3129
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,chinese_wolhandkrab,42,NA,NA,418.91554476959783
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,3.5,0.4,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,3.6,0.5,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,3.6,0.5,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,3.6,0.5,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,3.6,0.5,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,3.6,0.5,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,3.4,0.5,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,3.6,0.4,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,3.4,0.4,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,3.5,0.4,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,3.5,0.3,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,3.8,0.5,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,3.4,0.3,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,3.6,0.5,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,6.2,2.3,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,2.7,0.1,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,3.4,0.3,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,25.1,223.6,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,20.9,104.8,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,9.2,7.4,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,8.2,5,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,4.1,0.6,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,7.1,4.3,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,3.8,0.6,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,469,NA,NA,192
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,33,0.3,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,4.2,0.9,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,4,0.6,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,4,0.4,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,3.8,0.8,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,7.5,3.4,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,2.3,0.3,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,2.8,0.2,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,2.8,0.3,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,blankvoorn,1,26,218.1,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,2.8,0.1,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,paling,1,49.2,181.9,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,2.6,0.4,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,2.9,0.6,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,2.5,0.1,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,3.1,0.2,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,bot,1,8.7,6.3,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,baars,1,26,279.4,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,baars,1,23.2,187,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,baars,1,20.6,136.6,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,steurgarnaal,216,NA,NA,107
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,driedoornige_stekelbaars,1,4.6,1.1,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,driedoornige_stekelbaars,1,4.3,0.8,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,2.5,0.1,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,3.2,0.5,NA
2009-10-15,81200100,Zandplaat Kastel,137700,193386,2,brakwatergrondel,1,3.4,0.2,NA
