lon;lat;species;year;n
3,25025;51,15867;Gonepteryx rhamni;2005;1,750000
3,25025;51,15867;Gonepteryx rhamni;2006;1,000000
3,25025;51,15867;Gonepteryx rhamni;2007;1,000000
3,25025;51,15867;Ochlodes sylvanus;2008;1,200000
3,25025;51,15867;Ochlodes sylvanus;2009;1,000000
3,25025;51,15867;Vanessa atalanta;2001;49,000000
3,25025;51,15867;Vanessa atalanta;2003;2,400000
3,25025;51,15867;Vanessa atalanta;2004;3,575758
3,25025;51,15867;Vanessa atalanta;2005;3,200000
3,25025;51,15867;Vanessa atalanta;2007;1,058824
3,25025;51,15867;Vanessa atalanta;2008;1,333333
3,25025;51,15867;Vanessa atalanta;2009;3,000000
3,25025;51,15867;Vanessa atalanta;2010;1,000000
3,25049;51,20363;Celastrina argiolus;2000;1,500000
3,25049;51,20363;Celastrina argiolus;2001;1,000000
3,25049;51,20363;Celastrina argiolus;2002;5,000000
3,25049;51,20363;Celastrina argiolus;2003;1,333333
3,25049;51,20363;Celastrina argiolus;2004;1,272727
3,25049;51,20363;Celastrina argiolus;2005;1,428571
3,25049;51,20363;Celastrina argiolus;2006;3,285714
3,25049;51,20363;Celastrina argiolus;2007;1,750000
3,25049;51,20363;Celastrina argiolus;2008;1,000000
3,25049;51,20363;Celastrina argiolus;2010;1,000000
3,25049;51,20363;Gonepteryx rhamni;2000;1,000000
3,25049;51,20363;Gonepteryx rhamni;2002;1,000000
3,25049;51,20363;Gonepteryx rhamni;2004;1,333333
3,25049;51,20363;Gonepteryx rhamni;2005;1,000000
3,25049;51,20363;Gonepteryx rhamni;2009;2,000000
3,25049;51,20363;Ochlodes sylvanus;2001;1,500000
3,25049;51,20363;Ochlodes sylvanus;2004;2,000000
3,25049;51,20363;Ochlodes sylvanus;2005;1,000000
3,25049;51,20363;Ochlodes sylvanus;2006;1,100000
3,25049;51,20363;Ochlodes sylvanus;2008;3,000000
3,25049;51,20363;Ochlodes sylvanus;2009;2,000000
3,25049;51,20363;Vanessa atalanta;2000;1,000000
3,25049;51,20363;Vanessa atalanta;2001;2,666667
3,25049;51,20363;Vanessa atalanta;2003;2,250000
3,25049;51,20363;Vanessa atalanta;2004;1,539474
3,25049;51,20363;Vanessa atalanta;2005;1,666667
3,25049;51,20363;Vanessa atalanta;2006;2,428571
3,25049;51,20363;Vanessa atalanta;2007;2,846154
3,25049;51,20363;Vanessa atalanta;2009;1,000000
3,25049;51,20363;Vanessa atalanta;2010;1,500000
3,25073;51,24859;Celastrina argiolus;2004;1,000000
3,25073;51,24859;Celastrina argiolus;2005;1,000000
3,25073;51,24859;Celastrina argiolus;2008;2,000000
3,25073;51,24859;Vanessa atalanta;2004;1,000000
3,25073;51,24859;Vanessa atalanta;2005;2,562500
3,25098;51,29355;Celastrina argiolus;2004;2,000000
3,25098;51,29355;Celastrina argiolus;2008;1,000000
3,25098;51,29355;Gonepteryx rhamni;2004;1,000000
3,25098;51,29355;Ochlodes sylvanus;2004;1,000000
3,25098;51,29355;Vanessa atalanta;2001;8,000000
3,25098;51,29355;Vanessa atalanta;2004;1,081081
3,25098;51,29355;Vanessa atalanta;2005;4,750000
3,25098;51,29355;Vanessa atalanta;2006;3,000000
3,25098;51,29355;Vanessa atalanta;2007;3,000000
3,25098;51,29355;Vanessa atalanta;2008;1,000000
3,25122;51,33851;Celastrina argiolus;2003;1,428571
3,25122;51,33851;Celastrina argiolus;2004;1,000000
3,25122;51,33851;Celastrina argiolus;2005;1,750000
3,25122;51,33851;Celastrina argiolus;2007;1,066667
3,25122;51,33851;Gonepteryx rhamni;2004;1,000000
3,25122;51,33851;Ochlodes sylvanus;2003;1,000000
3,25122;51,33851;Ochlodes sylvanus;2005;1,000000
3,25122;51,33851;Vanessa atalanta;2003;3,700000
3,25122;51,33851;Vanessa atalanta;2004;2,297297
3,25122;51,33851;Vanessa atalanta;2005;2,311111
3,25122;51,33851;Vanessa atalanta;2006;1,500000
3,25122;51,33851;Vanessa atalanta;2007;1,600000
3,31896;50,75383;Gonepteryx rhamni;2004;1,000000
3,31896;50,75383;Vanessa atalanta;2003;1,500000
3,31896;50,75383;Vanessa atalanta;2004;1,200000
3,31896;50,75383;Vanessa atalanta;2005;2,000000
3,31896;50,75383;Vanessa atalanta;2006;1,000000
3,31896;50,75383;Vanessa atalanta;2007;1,000000
3,31896;50,75383;Vanessa atalanta;2008;1,500000
3,31896;50,75383;Vanessa atalanta;2010;1,000000
3,31927;50,79880;Celastrina argiolus;2003;1,000000
3,31927;50,79880;Celastrina argiolus;2004;1,000000
3,31927;50,79880;Celastrina argiolus;2006;1,000000
3,31927;50,79880;Celastrina argiolus;2007;1,000000
3,31927;50,79880;Celastrina argiolus;2010;2,000000
3,31927;50,79880;Gonepteryx rhamni;2004;1,833333
3,31927;50,79880;Gonepteryx rhamni;2005;1,000000
3,31927;50,79880;Gonepteryx rhamni;2006;1,000000
3,31927;50,79880;Ochlodes sylvanus;2004;3,000000
3,31927;50,79880;Ochlodes sylvanus;2005;3,000000
3,31927;50,79880;Ochlodes sylvanus;2006;5,142857
3,31927;50,79880;Ochlodes sylvanus;2009;2,000000
3,31927;50,79880;Ochlodes sylvanus;2010;2,000000
3,31927;50,79880;Vanessa atalanta;2003;6,625000
3,31927;50,79880;Vanessa atalanta;2004;1,000000
3,31927;50,79880;Vanessa atalanta;2005;1,166667
3,31927;50,79880;Vanessa atalanta;2006;2,200000
3,31927;50,79880;Vanessa atalanta;2007;1,000000
3,31927;50,79880;Vanessa atalanta;2009;1,000000
3,31927;50,79880;Vanessa atalanta;2010;1,000000
3,31958;50,84376;Celastrina argiolus;2000;1,000000
3,31958;50,84376;Celastrina argiolus;2003;1,187500
3,31958;50,84376;Celastrina argiolus;2004;1,076923
3,31958;50,84376;Celastrina argiolus;2005;1,000000
3,31958;50,84376;Celastrina argiolus;2006;1,368421
3,31958;50,84376;Celastrina argiolus;2007;1,500000
3,31958;50,84376;Celastrina argiolus;2010;1,000000
3,31958;50,84376;Gonepteryx rhamni;2003;1,200000
3,31958;50,84376;Gonepteryx rhamni;2004;1,000000
3,31958;50,84376;Gonepteryx rhamni;2005;1,000000
3,31958;50,84376;Gonepteryx rhamni;2006;1,000000
3,31958;50,84376;Ochlodes sylvanus;2004;1,000000
3,31958;50,84376;Ochlodes sylvanus;2005;1,000000
3,31958;50,84376;Ochlodes sylvanus;2006;1,800000
3,31958;50,84376;Ochlodes sylvanus;2007;2,000000
3,31958;50,84376;Ochlodes sylvanus;2008;3,000000
3,31958;50,84376;Ochlodes sylvanus;2009;4,000000
3,31958;50,84376;Vanessa atalanta;2003;2,252747
3,31958;50,84376;Vanessa atalanta;2004;1,851852
3,31958;50,84376;Vanessa atalanta;2005;1,787879
3,31958;50,84376;Vanessa atalanta;2006;2,360656
3,31958;50,84376;Vanessa atalanta;2007;1,527778
3,31988;50,88872;Celastrina argiolus;2003;1,083333
3,31988;50,88872;Celastrina argiolus;2004;1,000000
3,31988;50,88872;Celastrina argiolus;2005;1,000000
3,31988;50,88872;Celastrina argiolus;2006;1,393939
3,31988;50,88872;Celastrina argiolus;2007;1,111111
3,31988;50,88872;Celastrina argiolus;2010;1,000000
3,31988;50,88872;Gonepteryx rhamni;2004;1,000000
3,31988;50,88872;Gonepteryx rhamni;2005;1,000000
3,31988;50,88872;Gonepteryx rhamni;2006;2,000000
3,31988;50,88872;Ochlodes sylvanus;2004;2,000000
3,31988;50,88872;Ochlodes sylvanus;2006;2,166667
3,31988;50,88872;Ochlodes sylvanus;2007;1,000000
3,31988;50,88872;Vanessa atalanta;2000;1,000000
3,31988;50,88872;Vanessa atalanta;2003;2,909574
3,31988;50,88872;Vanessa atalanta;2004;3,037975
3,31988;50,88872;Vanessa atalanta;2005;6,618557
3,31988;50,88872;Vanessa atalanta;2006;4,385321
3,31988;50,88872;Vanessa atalanta;2007;2,142857
3,32019;50,93369;Celastrina argiolus;2004;1,000000
3,32019;50,93369;Celastrina argiolus;2005;1,000000
3,32019;50,93369;Celastrina argiolus;2006;4,000000
3,32019;50,93369;Vanessa atalanta;2004;1,000000
3,32019;50,93369;Vanessa atalanta;2005;4,000000
3,32019;50,93369;Vanessa atalanta;2006;1,666667
3,32050;50,97865;Celastrina argiolus;2004;1,000000
3,32050;50,97865;Celastrina argiolus;2005;1,500000
3,32050;50,97865;Celastrina argiolus;2007;1,000000
3,32050;50,97865;Ochlodes sylvanus;2009;12,000000
3,32050;50,97865;Vanessa atalanta;2004;1,000000
3,32050;50,97865;Vanessa atalanta;2005;2,333333
3,32050;50,97865;Vanessa atalanta;2006;1,000000
3,32050;50,97865;Vanessa atalanta;2008;2,000000
3,32050;50,97865;Vanessa atalanta;2009;1,000000
3,32081;51,02361;Celastrina argiolus;2004;1,000000
3,32081;51,02361;Vanessa atalanta;2005;1,000000
3,32081;51,02361;Vanessa atalanta;2009;2,000000
3,32112;51,06857;Celastrina argiolus;2003;1,000000
3,32112;51,06857;Celastrina argiolus;2004;1,000000
3,32112;51,06857;Celastrina argiolus;2005;2,000000
3,32112;51,06857;Celastrina argiolus;2010;1,000000
3,32112;51,06857;Gonepteryx rhamni;2002;1,000000
3,32112;51,06857;Gonepteryx rhamni;2003;3,388889
3,32112;51,06857;Gonepteryx rhamni;2004;2,000000
3,32112;51,06857;Gonepteryx rhamni;2005;2,000000
3,32112;51,06857;Gonepteryx rhamni;2006;1,428571
3,32112;51,06857;Gonepteryx rhamni;2010;1,000000
3,32112;51,06857;Ochlodes sylvanus;2001;1,000000
3,32112;51,06857;Ochlodes sylvanus;2002;2,500000
3,32112;51,06857;Ochlodes sylvanus;2003;5,692308
3,32112;51,06857;Ochlodes sylvanus;2005;1,000000
3,32112;51,06857;Ochlodes sylvanus;2006;2,750000
3,32112;51,06857;Ochlodes sylvanus;2010;1,500000
3,32112;51,06857;Vanessa atalanta;2000;9,500000
3,32112;51,06857;Vanessa atalanta;2001;1,000000
3,32112;51,06857;Vanessa atalanta;2002;1,500000
3,32112;51,06857;Vanessa atalanta;2003;3,600000
3,32112;51,06857;Vanessa atalanta;2004;2,600000
3,32112;51,06857;Vanessa atalanta;2005;3,000000
3,32112;51,06857;Vanessa atalanta;2006;2,769231
3,32112;51,06857;Vanessa atalanta;2007;1,333333
3,32112;51,06857;Vanessa atalanta;2008;1,000000
3,32112;51,06857;Vanessa atalanta;2009;1,000000
3,32112;51,06857;Vanessa atalanta;2010;1,000000
3,32143;51,11353;Celastrina argiolus;2002;1,000000
3,32143;51,11353;Celastrina argiolus;2003;1,350877
3,32143;51,11353;Celastrina argiolus;2004;1,181818
3,32143;51,11353;Celastrina argiolus;2005;1,000000
3,32143;51,11353;Celastrina argiolus;2006;1,000000
3,32143;51,11353;Celastrina argiolus;2007;2,300000
3,32143;51,11353;Celastrina argiolus;2008;1,000000
3,32143;51,11353;Celastrina argiolus;2009;1,500000
3,32143;51,11353;Celastrina argiolus;2010;1,600000
3,32143;51,11353;Gonepteryx rhamni;2001;4,000000
3,32143;51,11353;Gonepteryx rhamni;2002;1,000000
3,32143;51,11353;Gonepteryx rhamni;2003;2,006452
3,32143;51,11353;Gonepteryx rhamni;2004;1,759494
3,32143;51,11353;Gonepteryx rhamni;2005;1,833333
3,32143;51,11353;Gonepteryx rhamni;2006;1,833333
3,32143;51,11353;Gonepteryx rhamni;2007;1,666667
3,32143;51,11353;Gonepteryx rhamni;2008;1,000000
3,32143;51,11353;Gonepteryx rhamni;2009;1,000000
3,32143;51,11353;Gonepteryx rhamni;2010;1,166667
3,32143;51,11353;Ochlodes sylvanus;2003;1,750000
3,32143;51,11353;Ochlodes sylvanus;2004;4,250000
3,32143;51,11353;Ochlodes sylvanus;2005;3,000000
3,32143;51,11353;Ochlodes sylvanus;2007;1,250000
3,32143;51,11353;Ochlodes sylvanus;2008;3,000000
3,32143;51,11353;Ochlodes sylvanus;2009;1,000000
3,32143;51,11353;Ochlodes sylvanus;2010;2,666667
3,32143;51,11353;Vanessa atalanta;2001;1,000000
3,32143;51,11353;Vanessa atalanta;2002;1,333333
3,32143;51,11353;Vanessa atalanta;2003;2,393220
3,32143;51,11353;Vanessa atalanta;2004;1,436242
3,32143;51,11353;Vanessa atalanta;2005;1,685714
3,32143;51,11353;Vanessa atalanta;2006;3,750000
3,32143;51,11353;Vanessa atalanta;2007;2,333333
3,32143;51,11353;Vanessa atalanta;2008;5,333333
3,32143;51,11353;Vanessa atalanta;2009;1,000000
3,32143;51,11353;Vanessa atalanta;2010;3,285714
3,32174;51,15849;Celastrina argiolus;2003;1,086207
3,32174;51,15849;Celastrina argiolus;2004;1,000000
3,32174;51,15849;Celastrina argiolus;2005;1,333333
3,32174;51,15849;Celastrina argiolus;2007;3,000000
3,32174;51,15849;Celastrina argiolus;2009;1,250000
3,32174;51,15849;Gonepteryx rhamni;2002;1,000000
3,32174;51,15849;Gonepteryx rhamni;2003;1,168831
3,32174;51,15849;Gonepteryx rhamni;2004;1,066667
3,32174;51,15849;Gonepteryx rhamni;2005;1,142857
3,32174;51,15849;Ochlodes sylvanus;2003;2,000000
3,32174;51,15849;Ochlodes sylvanus;2007;1,000000
3,32174;51,15849;Ochlodes sylvanus;2008;2,000000
3,32174;51,15849;Ochlodes sylvanus;2009;3,400000
3,32174;51,15849;Ochlodes sylvanus;2010;1,000000
3,32174;51,15849;Vanessa atalanta;2002;3,000000
3,32174;51,15849;Vanessa atalanta;2003;1,966258
3,32174;51,15849;Vanessa atalanta;2004;1,610577
3,32174;51,15849;Vanessa atalanta;2005;2,153846
3,32174;51,15849;Vanessa atalanta;2006;1,000000
3,32174;51,15849;Vanessa atalanta;2007;1,714286
3,32174;51,15849;Vanessa atalanta;2008;1,000000
3,32174;51,15849;Vanessa atalanta;2009;1,416667
3,32174;51,15849;Vanessa atalanta;2010;1,500000
3,32206;51,20345;Celastrina argiolus;2000;1,750000
3,32206;51,20345;Celastrina argiolus;2002;2,000000
3,32206;51,20345;Celastrina argiolus;2007;1,666667
3,32206;51,20345;Celastrina argiolus;2008;1,000000
3,32206;51,20345;Celastrina argiolus;2010;1,000000
3,32206;51,20345;Gonepteryx rhamni;2000;1,000000
3,32206;51,20345;Gonepteryx rhamni;2002;1,500000
3,32206;51,20345;Gonepteryx rhamni;2003;1,250000
3,32206;51,20345;Gonepteryx rhamni;2004;1,142857
3,32206;51,20345;Gonepteryx rhamni;2006;5,000000
3,32206;51,20345;Gonepteryx rhamni;2009;1,000000
3,32206;51,20345;Ochlodes sylvanus;2000;1,000000
3,32206;51,20345;Ochlodes sylvanus;2003;2,000000
3,32206;51,20345;Ochlodes sylvanus;2004;4,000000
3,32206;51,20345;Ochlodes sylvanus;2005;2,000000
3,32206;51,20345;Ochlodes sylvanus;2006;1,000000
3,32206;51,20345;Ochlodes sylvanus;2008;6,000000
3,32206;51,20345;Ochlodes sylvanus;2010;3,000000
3,32206;51,20345;Vanessa atalanta;2000;1,000000
3,32206;51,20345;Vanessa atalanta;2001;1,000000
3,32206;51,20345;Vanessa atalanta;2002;2,500000
3,32206;51,20345;Vanessa atalanta;2003;5,000000
3,32206;51,20345;Vanessa atalanta;2004;2,000000
3,32206;51,20345;Vanessa atalanta;2006;1,000000
3,32206;51,20345;Vanessa atalanta;2007;1,000000
3,32206;51,20345;Vanessa atalanta;2008;1,000000
3,32206;51,20345;Vanessa atalanta;2009;1,333333
3,32206;51,20345;Vanessa atalanta;2010;1,666667
3,32237;51,24841;Celastrina argiolus;2002;2,000000
3,32237;51,24841;Gonepteryx rhamni;2003;2,000000
3,32237;51,24841;Ochlodes sylvanus;2003;7,000000
3,32237;51,24841;Ochlodes sylvanus;2009;2,000000
3,32237;51,24841;Vanessa atalanta;2001;8,000000
3,32237;51,24841;Vanessa atalanta;2002;5,000000
3,32237;51,24841;Vanessa atalanta;2003;5,000000
3,32237;51,24841;Vanessa atalanta;2007;1,333333
3,32237;51,24841;Vanessa atalanta;2008;1,000000
3,32237;51,24841;Vanessa atalanta;2009;1,000000
3,32237;51,24841;Vanessa atalanta;2010;16,000000
3,32269;51,29337;Vanessa atalanta;2001;8,000000
3,32269;51,29337;Vanessa atalanta;2004;1,400000
3,32269;51,29337;Vanessa atalanta;2005;3,000000
3,32269;51,29337;Vanessa atalanta;2007;1,000000
3,32269;51,29337;Vanessa atalanta;2008;1,000000
3,32269;51,29337;Vanessa atalanta;2009;1,000000
3,32269;51,29337;Vanessa atalanta;2010;1,000000
3,32300;51,33833;Celastrina argiolus;2005;1,000000
3,32300;51,33833;Celastrina argiolus;2007;1,285714
3,32300;51,33833;Celastrina argiolus;2009;1,000000
3,32300;51,33833;Gonepteryx rhamni;2001;2,000000
3,32300;51,33833;Gonepteryx rhamni;2005;1,000000
3,32300;51,33833;Gonepteryx rhamni;2007;1,000000
3,32300;51,33833;Gonepteryx rhamni;2008;1,000000
3,32300;51,33833;Ochlodes sylvanus;2007;1,000000
3,32300;51,33833;Ochlodes sylvanus;2009;2,000000
3,32300;51,33833;Vanessa atalanta;2000;3,000000
3,32300;51,33833;Vanessa atalanta;2001;4,000000
3,32300;51,33833;Vanessa atalanta;2003;1,000000
3,32300;51,33833;Vanessa atalanta;2004;6,400000
3,32300;51,33833;Vanessa atalanta;2005;1,714286
3,32300;51,33833;Vanessa atalanta;2006;1,000000
3,32300;51,33833;Vanessa atalanta;2007;3,200000
3,32300;51,33833;Vanessa atalanta;2008;2,500000
3,32300;51,33833;Vanessa atalanta;2009;2,000000
3,32300;51,33833;Vanessa atalanta;2010;5,000000
3,32332;51,38329;Celastrina argiolus;2005;1,000000
3,32332;51,38329;Celastrina argiolus;2007;2,000000
3,32332;51,38329;Gonepteryx rhamni;2001;2,000000
3,32332;51,38329;Gonepteryx rhamni;2009;1,000000
3,32332;51,38329;Ochlodes sylvanus;2007;1,000000
3,32332;51,38329;Ochlodes sylvanus;2008;1,000000
3,32332;51,38329;Vanessa atalanta;2000;2,500000
3,32332;51,38329;Vanessa atalanta;2001;3,000000
3,32332;51,38329;Vanessa atalanta;2002;2,000000
3,32332;51,38329;Vanessa atalanta;2003;6,500000
3,32332;51,38329;Vanessa atalanta;2004;3,000000
3,32332;51,38329;Vanessa atalanta;2005;5,913043
3,32332;51,38329;Vanessa atalanta;2006;1,000000
3,32332;51,38329;Vanessa atalanta;2007;1,250000
3,32332;51,38329;Vanessa atalanta;2008;1,666667
3,32332;51,38329;Vanessa atalanta;2009;1,000000
3,38947;50,70866;Celastrina argiolus;2004;1,000000
3,38947;50,70866;Vanessa atalanta;2005;2,000000
3,38947;50,70866;Vanessa atalanta;2008;2,000000
3,38984;50,75362;Celastrina argiolus;2004;1,000000
3,38984;50,75362;Celastrina argiolus;2007;1,000000
3,38984;50,75362;Gonepteryx rhamni;2002;1,000000
3,38984;50,75362;Ochlodes sylvanus;2004;1,000000
3,38984;50,75362;Vanessa atalanta;2000;5,000000
3,38984;50,75362;Vanessa atalanta;2002;1,000000
3,38984;50,75362;Vanessa atalanta;2003;4,000000
3,38984;50,75362;Vanessa atalanta;2004;2,272727
3,38984;50,75362;Vanessa atalanta;2005;1,000000
3,38984;50,75362;Vanessa atalanta;2006;5,000000
3,38984;50,75362;Vanessa atalanta;2007;3,250000
3,38984;50,75362;Vanessa atalanta;2008;1,000000
3,39022;50,79858;Celastrina argiolus;2003;1,000000
3,39022;50,79858;Celastrina argiolus;2004;1,000000
3,39022;50,79858;Celastrina argiolus;2005;1,000000
3,39022;50,79858;Celastrina argiolus;2006;1,500000
3,39022;50,79858;Celastrina argiolus;2007;1,000000
3,39022;50,79858;Gonepteryx rhamni;2003;1,000000
3,39022;50,79858;Gonepteryx rhamni;2004;2,000000
3,39022;50,79858;Gonepteryx rhamni;2005;1,000000
3,39022;50,79858;Ochlodes sylvanus;2005;3,600000
3,39022;50,79858;Ochlodes sylvanus;2006;3,250000
3,39022;50,79858;Vanessa atalanta;2003;1,000000
3,39022;50,79858;Vanessa atalanta;2004;1,272727
3,39022;50,79858;Vanessa atalanta;2005;1,666667
3,39022;50,79858;Vanessa atalanta;2006;3,300000
3,39022;50,79858;Vanessa atalanta;2007;1,000000
3,39059;50,84355;Celastrina argiolus;2003;1,000000
3,39059;50,84355;Celastrina argiolus;2004;1,000000
3,39059;50,84355;Celastrina argiolus;2005;1,000000
3,39059;50,84355;Celastrina argiolus;2006;1,121951
3,39059;50,84355;Celastrina argiolus;2007;1,120000
3,39059;50,84355;Gonepteryx rhamni;2002;1,000000
3,39059;50,84355;Gonepteryx rhamni;2004;1,000000
3,39059;50,84355;Gonepteryx rhamni;2005;1,000000
3,39059;50,84355;Gonepteryx rhamni;2007;1,000000
3,39059;50,84355;Ochlodes sylvanus;2006;2,000000
3,39059;50,84355;Ochlodes sylvanus;2007;1,000000
3,39059;50,84355;Vanessa atalanta;2000;1,000000
3,39059;50,84355;Vanessa atalanta;2002;1,000000
3,39059;50,84355;Vanessa atalanta;2003;3,505423
3,39059;50,84355;Vanessa atalanta;2004;3,047170
3,39059;50,84355;Vanessa atalanta;2005;6,742424
3,39059;50,84355;Vanessa atalanta;2006;4,372671
3,39059;50,84355;Vanessa atalanta;2007;2,382979
3,39097;50,88851;Vanessa atalanta;2003;1,000000
3,39097;50,88851;Vanessa atalanta;2004;1,000000
3,39097;50,88851;Vanessa atalanta;2005;1,000000
3,39134;50,93347;Celastrina argiolus;2004;1,000000
3,39134;50,93347;Celastrina argiolus;2006;1,000000
3,39134;50,93347;Gonepteryx rhamni;2005;1,000000
3,39134;50,93347;Vanessa atalanta;2003;1,000000
3,39134;50,93347;Vanessa atalanta;2005;1,500000
3,39134;50,93347;Vanessa atalanta;2006;2,000000
3,39134;50,93347;Vanessa atalanta;2007;4,000000
3,39134;50,93347;Vanessa atalanta;2010;2,000000
3,39172;50,97843;Celastrina argiolus;2005;1,000000
3,39172;50,97843;Vanessa atalanta;2005;1,000000
3,39172;50,97843;Vanessa atalanta;2006;1,000000
3,39172;50,97843;Vanessa atalanta;2010;1,000000
3,39210;51,02339;Celastrina argiolus;2003;1,000000
3,39210;51,02339;Celastrina argiolus;2007;1,000000
3,39210;51,02339;Vanessa atalanta;2003;1,000000
3,39210;51,02339;Vanessa atalanta;2005;1,000000
3,39210;51,02339;Vanessa atalanta;2009;1,000000
3,39248;51,06835;Celastrina argiolus;2004;1,000000
3,39248;51,06835;Celastrina argiolus;2008;1,000000
3,39248;51,06835;Celastrina argiolus;2009;1,000000
3,39248;51,06835;Celastrina argiolus;2010;2,000000
3,39248;51,06835;Gonepteryx rhamni;2004;3,720000
3,39248;51,06835;Gonepteryx rhamni;2005;6,000000
3,39248;51,06835;Gonepteryx rhamni;2010;2,000000
3,39248;51,06835;Ochlodes sylvanus;2004;1,000000
3,39248;51,06835;Ochlodes sylvanus;2010;2,000000
3,39248;51,06835;Vanessa atalanta;2004;1,800000
3,39248;51,06835;Vanessa atalanta;2007;1,000000
3,39248;51,06835;Vanessa atalanta;2008;1,000000
3,39248;51,06835;Vanessa atalanta;2009;1,000000
3,39248;51,06835;Vanessa atalanta;2010;2,000000
3,39286;51,11331;Celastrina argiolus;2002;1,000000
3,39286;51,11331;Celastrina argiolus;2004;1,500000
3,39286;51,11331;Celastrina argiolus;2007;1,166667
3,39286;51,11331;Celastrina argiolus;2008;1,000000
3,39286;51,11331;Celastrina argiolus;2010;2,000000
3,39286;51,11331;Gonepteryx rhamni;2004;1,333333
3,39286;51,11331;Gonepteryx rhamni;2005;1,000000
3,39286;51,11331;Gonepteryx rhamni;2007;1,000000
3,39286;51,11331;Gonepteryx rhamni;2008;1,000000
3,39286;51,11331;Gonepteryx rhamni;2009;1,000000
3,39286;51,11331;Gonepteryx rhamni;2010;1,000000
3,39286;51,11331;Ochlodes sylvanus;2003;2,000000
3,39286;51,11331;Ochlodes sylvanus;2004;3,000000
3,39286;51,11331;Ochlodes sylvanus;2005;1,000000
3,39286;51,11331;Ochlodes sylvanus;2009;1,000000
3,39286;51,11331;Vanessa atalanta;2002;1,333333
3,39286;51,11331;Vanessa atalanta;2003;2,500000
3,39286;51,11331;Vanessa atalanta;2004;1,000000
3,39286;51,11331;Vanessa atalanta;2005;1,153846
3,39286;51,11331;Vanessa atalanta;2006;2,000000
3,39286;51,11331;Vanessa atalanta;2007;1,444444
3,39286;51,11331;Vanessa atalanta;2008;1,000000
3,39286;51,11331;Vanessa atalanta;2009;1,000000
3,39286;51,11331;Vanessa atalanta;2010;1,000000
3,39324;51,15828;Ochlodes sylvanus;2009;1,000000
3,39324;51,15828;Vanessa atalanta;2004;1,000000
3,39324;51,15828;Vanessa atalanta;2007;1,000000
3,39324;51,15828;Vanessa atalanta;2008;1,000000
3,39324;51,15828;Vanessa atalanta;2009;1,333333
3,39363;51,20324;Celastrina argiolus;2000;1,000000
3,39363;51,20324;Celastrina argiolus;2009;1,000000
3,39363;51,20324;Gonepteryx rhamni;2000;1,000000
3,39363;51,20324;Gonepteryx rhamni;2009;1,000000
3,39363;51,20324;Ochlodes sylvanus;2010;1,000000
3,39363;51,20324;Vanessa atalanta;2000;2,500000
3,39363;51,20324;Vanessa atalanta;2009;1,000000
3,39363;51,20324;Vanessa atalanta;2010;3,000000
3,39401;51,24820;Celastrina argiolus;2000;2,000000
3,39401;51,24820;Celastrina argiolus;2001;1,000000
3,39401;51,24820;Celastrina argiolus;2002;1,000000
3,39401;51,24820;Celastrina argiolus;2006;1,000000
3,39401;51,24820;Celastrina argiolus;2007;1,000000
3,39401;51,24820;Gonepteryx rhamni;2000;1,000000
3,39401;51,24820;Gonepteryx rhamni;2001;1,000000
3,39401;51,24820;Gonepteryx rhamni;2002;1,000000
3,39401;51,24820;Gonepteryx rhamni;2004;1,000000
3,39401;51,24820;Ochlodes sylvanus;2000;3,250000
3,39401;51,24820;Ochlodes sylvanus;2001;1,000000
3,39401;51,24820;Ochlodes sylvanus;2002;1,000000
3,39401;51,24820;Ochlodes sylvanus;2003;11,600000
3,39401;51,24820;Vanessa atalanta;2000;2,407407
3,39401;51,24820;Vanessa atalanta;2001;2,500000
3,39401;51,24820;Vanessa atalanta;2002;3,000000
3,39401;51,24820;Vanessa atalanta;2003;3,600000
3,39401;51,24820;Vanessa atalanta;2006;2,000000
3,39401;51,24820;Vanessa atalanta;2007;2,000000
3,39401;51,24820;Vanessa atalanta;2009;1,000000
3,39439;51,29315;Vanessa atalanta;2007;6,000000
3,39439;51,29315;Vanessa atalanta;2010;1,500000
3,39478;51,33811;Celastrina argiolus;2006;3,000000
3,39478;51,33811;Vanessa atalanta;2006;2,000000
3,39478;51,33811;Vanessa atalanta;2008;1,000000
3,39478;51,33811;Vanessa atalanta;2009;1,000000
3,39517;51,38307;Vanessa atalanta;2000;2,714286
3,39517;51,38307;Vanessa atalanta;2001;1,000000
3,39517;51,38307;Vanessa atalanta;2003;2,000000
3,39517;51,38307;Vanessa atalanta;2004;3,000000
3,39517;51,38307;Vanessa atalanta;2005;1,000000
3,46072;50,75336;Celastrina argiolus;2003;1,000000
3,46072;50,75336;Gonepteryx rhamni;2002;1,000000
3,46072;50,75336;Gonepteryx rhamni;2003;1,000000
3,46072;50,75336;Vanessa atalanta;2003;2,571429
3,46072;50,75336;Vanessa atalanta;2004;1,666667
3,46072;50,75336;Vanessa atalanta;2005;5,000000
3,46116;50,79832;Celastrina argiolus;2005;1,000000
3,46116;50,79832;Celastrina argiolus;2007;1,000000
3,46116;50,79832;Gonepteryx rhamni;2000;1,000000
3,46116;50,79832;Gonepteryx rhamni;2004;3,000000
3,46116;50,79832;Vanessa atalanta;2000;1,000000
3,46116;50,79832;Vanessa atalanta;2002;1,000000
3,46116;50,79832;Vanessa atalanta;2003;1,000000
3,46116;50,79832;Vanessa atalanta;2004;2,000000
3,46116;50,79832;Vanessa atalanta;2005;1,500000
