speciesKey	species	iucnRedListCategory	inFlanders	inWallonia	inBrussels	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey
5530881	Corydalis cava	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Papaveraceae	2422	Corydalis	7576308
3026162	Cotoneaster franchetii	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Cotoneaster	3025563
5362573	Pyrus communis	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Pyrus	2986532
3032698	Tellima grandiflora	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Saxifragales	7219248	Saxifragaceae	2402	Tellima	3032697
2858244	Narcissus pseudonarcissus	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Amaryllidaceae	7682	Narcissus	2858200
10902460	Salvia rosmarinus	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lamiaceae	2497	Salvia	2926981
2685552	Abies nordmanniana	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Pinopsida	194	Pinales	640	Pinaceae	3925	Abies	2684876
2685361	Abies grandis	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Pinopsida	194	Pinales	640	Pinaceae	3925	Abies	2684876
3190653	Ailanthus altissima	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Simaroubaceae	2395	Ailanthus	3190652
2855860	Allium schoenoprasum	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Amaryllidaceae	7682	Allium	9624496
2873861	Linum usitatissimum	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Linaceae	2493	Linum	2873855
5299536	Tulipa sylvestris	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Liliales	1172	Liliaceae	7699	Tulipa	2750913
2876607	Alnus cordata	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Betulaceae	4688	Alnus	2876099
8183217	Salix gmelinii	DD	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Salicaceae	6664	Salix	3039576
3147168	Erigeron karvinskianus	NE	TRUE	TRUE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Erigeron	3146588
3147018	Erigeron floribundus	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Erigeron	3146588
5304257	Hyacinthoides hispanica	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Asparagaceae	7683	Hyacinthoides	5304256
5396125	Eurybia divaricata	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Eurybia	3120531
2931104	Solanum pseudocapsicum	NE	FALSE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Solanaceae	7717	Solanum	2928997
2891770	Impatiens glandulifera	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Balsaminaceae	6699	Impatiens	2891766
NA	NA	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Asparagaceae	7683	Yucca	2775496
2865565	Lagarosiphon major	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Alismatales	551	Hydrocharitaceae	3721	Lagarosiphon	2865546
NA	NA	NE	TRUE	TRUE	TRUE	Plantae	6	Tracheophyta	7707728	Pinopsida	194	Pinales	640	Pinaceae	3925	Picea	7606064
5289693	Setaria pumila	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Setaria	2702955
4201607	Phedimus spurius	NE	TRUE	TRUE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Saxifragales	7219248	Crassulaceae	2406	Phedimus	4200460
5415039	Syringa vulgaris	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Oleaceae	6652	Syringa	3172235
5374672	Barbarea verna	DD	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Barbarea	8370997
3190642	Schinus molle	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Anacardiaceae	2398	Schinus	3190641
3103158	Gamochaeta americana	NE	FALSE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Gamochaeta	3139636
3034782	Smyrnium olusatrum	NE	TRUE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Apiales	1351	Apiaceae	6720	Smyrnium	3034781
2985863	Hylotelephium spectabile	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Saxifragales	7219248	Crassulaceae	2406	Hylotelephium	2985862
2747489	Crocus chrysanthus	NE	TRUE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Iridaceae	7698	Crocus	2747303
2775530	Yucca flaccida	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Asparagaceae	7683	Yucca	2775496
2979474	Acacia dealbata	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Acacia	2978223
NA	NA	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Magnoliales	718	Magnoliaceae	4690	Magnolia	2888195
3103791	Matricaria discoidea	NE	TRUE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Matricaria	3103757
2686212	Larix decidua	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Pinopsida	194	Pinales	640	Pinaceae	3925	Larix	2686156
7844167	Colutea arborescens	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Colutea	2956426
5341204	Pulmonaria officinalis	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Boraginales	7226464	Boraginaceae	2498	Pulmonaria	2925903
2925895	Echium plantagineum	NE	TRUE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Boraginales	7226464	Boraginaceae	2498	Echium	2925888
NA	NA	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Pinopsida	194	Pinales	640	Taxaceae	4863	Taxus	2684902
6109699	Phoenix dactylifera	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Arecales	552	Arecaceae	7681	Phoenix	2732076
5289684	Setaria viridis	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Setaria	2702955
2769766	Ruscus aculeatus	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Asparagaceae	7683	Ruscus	2769754
NA	NA	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Cenchrus	2703201
2891782	Impatiens parviflora	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Balsaminaceae	6699	Impatiens	2891766
5329212	Elodea nuttallii	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Alismatales	551	Hydrocharitaceae	3721	Elodea	7454696
5360475	Trigonella foenum-graecum	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Trigonella	2981525
3146717	Erigeron bonariensis	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Erigeron	3146588
3924221	Helleborus argutifolius	NE	TRUE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Ranunculaceae	2410	Helleborus	2741682
3084015	Phytolacca americana	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Phytolaccaceae	2516	Phytolacca	3084013
8365953	Cornus alba	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Cornales	949	Cornaceae	6713	Cornus	3082226
3048397	Erysimum bicolor	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Erysimum	3048056
2914590	Galium murale	NE	TRUE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Galium	2913027
7958783	Pulmonaria mollis	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Boraginales	7226464	Boraginaceae	2498	Pulmonaria	2925903
5377778	Aurinia saxatilis	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Aurinia	3053997
5354707	Cytisus striatus	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Cytisus	8089532
NA	NA	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Chaenomeles	3000607
3172266	Jasminum nudiflorum	NE	TRUE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Oleaceae	6652	Jasminum	3172260
3085360	Saponaria officinalis	NE	TRUE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Caryophyllaceae	2518	Saponaria	3085356
8994150	Oenothera parviflora	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Onagraceae	2430	Oenothera	3188799
2704523	Cortaderia selloana	NE	TRUE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Cortaderia	2704519
5341201	Anchusa officinalis	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Boraginales	7226464	Boraginaceae	2498	Anchusa	5341194
2874199	Passiflora caerulea	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Passifloraceae	2378	Passiflora	2874172
7315072	Papaver atlanticum	NE	TRUE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Papaveraceae	2422	Papaver	2888431
5567694	Bergenia crassifolia	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Saxifragales	7219248	Saxifragaceae	2402	Bergenia	3230650
5290161	Phyllostachys aureosulcata	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Phyllostachys	2705978
5289919	Polypogon viridis	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Polypogon	2704396
3189866	Acer negundo	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Sapindaceae	6657	Acer	3189834
NA	NA	NE	FALSE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Zizania	2703227
5284702	Cedrus atlantica	EN	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Pinopsida	194	Pinales	640	Pinaceae	3925	Cedrus	2685742
3020871	Prunus lusitanica	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Prunus	3020559
4201709	Sempervivum arachnoideum	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Saxifragales	7219248	Crassulaceae	2406	Sempervivum	2985948
2879098	Quercus ilex	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951
3152374	Malva sylvestris	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malvales	941	Malvaceae	6685	Malva	3152364
2928226	Phacelia tanacetifolia	NE	TRUE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Boraginales	7226464	Hydrophyllaceae	2387	Phacelia	8988077
5370380	Dasiphora fruticosa	NE	FALSE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Dasiphora	3029309
5285565	Pinus pinaster	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Pinopsida	194	Pinales	640	Pinaceae	3925	Pinus	2684241
3169137	Euonymus fortunei	NE	TRUE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Celastrales	950	Celastraceae	6715	Euonymus	3169115
5410210	Campanula fenestrellata	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Campanulaceae	8801	Campanula	3161935
3131614	Helichrysum italicum	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Helichrysum	3131108
7740617	Skimmia japonica	NE	TRUE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Rutaceae	2396	Skimmia	7269586
4067302	Symphytum grandiflorum	NE	TRUE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Boraginales	7226464	Boraginaceae	2498	Symphytum	2926061
3027159	Spiraea douglasii	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Spiraea	3026392
NA	NA	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Pinopsida	194	Pinales	640	Pinaceae	3925	Abies	2684876
3039046	Fatsia japonica	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Apiales	1351	Araliaceae	8800	Fatsia	3039039
3981543	Berberis julianae	NE	TRUE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Berberidaceae	6673	Berberis	3033893
5561475	Chaenostoma cordatum	NE	FALSE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Scrophulariaceae	2390	Chaenostoma	8422747
3169708	Vinca major	NE	TRUE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Apocynaceae	6701	Vinca	3169706
3120790	Artemisia verlotiorum	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Artemisia	3120641
5341442	Thymus vulgaris	LC	TRUE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lamiaceae	2497	Thymus	2926960
3172104	Veronica peregrina	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Plantaginaceae	2420	Veronica	3172047
2868827	Zantedeschia aethiopica	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Alismatales	551	Araceae	6979	Zantedeschia	2868790
2890122	Geranium pyrenaicum	NE	TRUE	TRUE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Geraniales	624	Geraniaceae	4676	Geranium	2889949
3085623	Petrorhagia saxifraga	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Caryophyllaceae	2518	Petrorhagia	8524424
3028528	Alchemilla mollis	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Alchemilla	3027437
7736011	Claytonia perfoliata	NE	TRUE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Montiaceae	4898338	Claytonia	3084729
3118430	Tanacetum parthenium	NE	TRUE	TRUE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Tanacetum	3118160
5371702	Nigella damascena	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Ranunculaceae	2410	Nigella	3033657
2767229	Scilla sardensis	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Asparagaceae	7683	Scilla	9555189
5373160	Malcolmia flexuosa	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Malcolmia	3040284
5609719	Scutellaria columnae	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lamiaceae	2497	Scutellaria	2926730
3097504	Leptinella squalida	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Leptinella	3097472
8168344	Hedera hibernica	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Apiales	1351	Araliaceae	8800	Hedera	3036021
7443846	Dipsacus strigosus	NE	FALSE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Dipsacales	946	Caprifoliaceae	6710	Dipsacus	2888813
NA	NA	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Coreopsis	3133864
8373355	Artemisia annua	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Artemisia	3120641
2705401	Eragrostis multicaulis	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Eragrostis	2705322
5374118	Isatis tinctoria	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Isatis	3043620
5362054	Crassula helmsii	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Saxifragales	7219248	Crassulaceae	2406	Crassula	2985823
2888435	Papaver bracteatum	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Papaveraceae	2422	Papaver	2888431
3012089	Sorbaria sorbifolia	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Sorbaria	8241021
2971095	Melilotus albus	NE	TRUE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Melilotus	4924408
NA	NA	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Saxifragales	7219248	Hamamelidaceae	2500	Hamamelis	3152826
5330496	Arum concinnatum	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Alismatales	551	Araceae	6979	Arum	2869757
2889358	Oxyria digyna	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Polygonaceae	2416	Oxyria	2889357
3085438	Cerastium tomentosum	NE	TRUE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Caryophyllaceae	2518	Cerastium	2873815
2964355	Lupinus polyphyllus	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Lupinus	2963774
5660450	Pulmonaria rubra	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Boraginales	7226464	Boraginaceae	2498	Pulmonaria	2925903
10919373	Zizania latifolia	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Zizania	2703227
3172068	Veronica cymbalaria	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Plantaginaceae	2420	Veronica	3172047
2992543	Rubus laciniatus	NE	FALSE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Rubus	2988638
2767275	Scilla forbesii	NE	TRUE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Asparagaceae	7683	Scilla	9555189
3042636	Brassica napus	NE	FALSE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Brassica	3042506
NA	NA	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Tamaricaceae	6632	Tamarix	2874694
7645931	Salix acutifolia	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Salicaceae	6664	Salix	3039576
8298495	Galinsoga quadriradiata	NE	TRUE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Galinsoga	3132547
2666539	Caulacanthus okamurae	NE	FALSE	FALSE	FALSE	Plantae	6	Rhodophyta	106	Florideophyceae	342	Gigartinales	1400	Caulacanthaceae	4927	Caulacanthus	2666534
7322529	Oenothera rubricaulis	NE	FALSE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Onagraceae	2430	Oenothera	3188799
NA	NA	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Onopordum	3094883
2775619	Yucca gloriosa	LC	TRUE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Asparagaceae	7683	Yucca	2775496
3172100	Veronica filiformis	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Plantaginaceae	2420	Veronica	3172047
5373324	Lunaria annua	NE	TRUE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Lunaria	3040750
NA	NA	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Pyracantha	10822990
2965531	Medicago polymorpha	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Medicago	2965200
9182154	Vicia villosa	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Vicia	2974751
5298406	Iris reticulata	NE	TRUE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Iridaceae	7698	Iris	2748017
3122924	Pilosella aurantiaca	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Pilosella	8179194
NA	NA	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Echinacea	3150914
3189837	Acer saccharinum	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Sapindaceae	6657	Acer	3189834
3042291	Hesperis matronalis	NE	TRUE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Hesperis	3042187
7102937	Euonymus japonicus	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Celastrales	950	Celastraceae	6715	Euonymus	3169115
2859597	Ipheion uniflorum	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Amaryllidaceae	7682	Ipheion	9594338
2890287	Geranium nodosum	NE	TRUE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Geraniales	624	Geraniaceae	4676	Geranium	2889949
3042751	Brassica juncea	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Brassica	3042506
2767271	Scilla luciliae	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Asparagaceae	7683	Scilla	9555189
3117449	Erigeron annuus	NE	TRUE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Erigeron	3146588
3048203	Erysimum cheiri	NE	TRUE	TRUE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Erysimum	3048056
NA	NA	NE	TRUE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Oleaceae	6652	Forsythia	3172281
2704757	Sporobolus indicus	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Sporobolus	2704744
5372639	Salix babylonica	DD	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Salicaceae	6664	Salix	3039576
2985949	Sempervivum tectorum	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Saxifragales	7219248	Crassulaceae	2406	Sempervivum	2985948
2651122	Polystichum munitum	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Dryopteridaceae	2373	Polystichum	2651085
NA	NA	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Malus	3001068
2880580	Quercus cerris	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951
