gbifID	species	speciesKey	scientificName	occurrenceStatus	individualCount	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	eventDate	issue	license
1570640739	Harmonia axyridis	4989904	Harmonia axyridis (Pallas, 1773)	PRESENT	1	51.21207	4.39815	999	2010-06-21T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC_BY_NC_4_0
1570640620	Harmonia axyridis	4989904	Harmonia axyridis (Pallas, 1773)	PRESENT	5	51.20113	4.33797	999	2010-06-19T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC_BY_NC_4_0
1570640612	Harmonia axyridis	4989904	Harmonia axyridis (Pallas, 1773)	PRESENT	1	51.1957	4.55495	999	2010-09-25T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC_BY_NC_4_0
1570640322	Harmonia axyridis	4989904	Harmonia axyridis f. conspicua	PRESENT	1	51.17622	4.63463	999	2010-06-26T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC_BY_NC_4_0
1570640198	Harmonia axyridis	4989904	Harmonia axyridis f. conspicua	PRESENT	1	51.16841	4.63378	999	2010-05-23T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC_BY_NC_4_0
1570640019	Harmonia axyridis	4989904	Harmonia axyridis f. conspicua	PRESENT	1	51.34754	4.49781	999	2010-08-06T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC_BY_NC_4_0
1570639685	Harmonia axyridis	4989904	Harmonia axyridis f. spectabilis	PRESENT	1	51.10535	4.34592	999	2010-07-25T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC_BY_NC_4_0
1570639407	Harmonia axyridis	4989904	Harmonia axyridis f. spectabilis	PRESENT	1	51.15092	4.60325	999	2010-05-16T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC_BY_NC_4_0
1570639362	Harmonia axyridis	4989904	Harmonia axyridis f. spectabilis	PRESENT	1	51.18419	4.64875	999	2010-09-05T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC_BY_NC_4_0
1570639260	Harmonia axyridis	4989904	Harmonia axyridis f. spectabilis	PRESENT	1	51.18207	4.70604	999	2010-05-29T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC_BY_NC_4_0
1570639251	Harmonia axyridis	4989904	Harmonia axyridis f. spectabilis	PRESENT	1	51.18983	4.7232	999	2010-06-04T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC_BY_NC_4_0
1570638842	Harmonia axyridis	4989904	Harmonia axyridis (Pallas, 1773)	PRESENT	1	51.10994	4.29918	999	2010-09-23T00:00:00Z	TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC_BY_NC_4_0
1570638716	Harmonia axyridis	4989904	Harmonia axyridis (Pallas, 1773)	PRESENT	1	51.12642	4.71313	999	2010-09-02T00:00:00Z	TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC_BY_NC_4_0
1570638712	Harmonia axyridis	4989904	Harmonia axyridis (Pallas, 1773)	PRESENT	4	51.18983	4.7232	999	2010-06-04T00:00:00Z	TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC_BY_NC_4_0
1570638004	Harmonia axyridis	4989904	Harmonia axyridis (Pallas, 1773)	PRESENT	1	51.21275	4.40007	999	2010-04-09T00:00:00Z	TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC_BY_NC_4_0
1570637842	Harmonia axyridis	4989904	Harmonia axyridis (Pallas, 1773)	PRESENT	1	51.18043	4.64186	999	2010-08-21T00:00:00Z	TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC_BY_NC_4_0
1570637647	Harmonia axyridis	4989904	Harmonia axyridis (Pallas, 1773)	PRESENT	1	51.16841	4.63378	999	2010-05-23T00:00:00Z	TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC_BY_NC_4_0
1570637366	Harmonia axyridis	4989904	Harmonia axyridis (Pallas, 1773)	PRESENT	1	51.2126	4.39956	999	2010-06-21T00:00:00Z	TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC_BY_NC_4_0
1570637325	Harmonia axyridis	4989904	Harmonia axyridis (Pallas, 1773)	PRESENT	1	51.16259	4.42349	999	2010-10-31T00:00:00Z	TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC_BY_NC_4_0
1570637109	Harmonia axyridis	4989904	Harmonia axyridis (Pallas, 1773)	PRESENT	1	51.11023	4.25004	999	2010-04-20T00:00:00Z	TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC_BY_NC_4_0
1143779455	Harmonia axyridis	4989904	Harmonia axyridis (Pallas, 1773)	PRESENT	1	51.243	4.139	707.1	2010-05-15T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE	CC0_1_0
